FEATURES_TXT_BEGIN_0 0 100 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.29928 0 0 -0.510826 0 0 0 -22.8464 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
-3.36839 0 0 -3.94481 0 0 0 -27.7375 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
0 -1.60944 -0.788458 0 0 -1.60944 -6 -27.2344 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
-0.510826 0 -0.96474 0 -0.600774 -1.60944 -4 -28.5888 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
-3.48975 0 0 -2.12026 0 0 0 -28.8748 -7 4 -11.9968 -12.7024 -6.65189 -11.9413 
-1.81011 0 0 -0.820981 0 0 0 -31.9861 -6 4 -9.90182 -14.1796 -4.73234 -5.85737 
0 0 -3.42375 -0.510826 0 -0.602996 -6 -29.7863 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
-0.510826 0 -0.788458 0 -2.3979 -1.60944 -4 -28.1206 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
-0.788458 -1.13708 -1.60944 0 -1.60944 -0.602996 -4 -30.6376 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
0 -2.74652 -0.788458 0 -1.60944 -0.602996 -8 -32.0127 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
-2.12026 0 0 -0.510826 0 0 0 -32.1979 -7 3 -3.84421 -12.7024 -5.09697 -12.768 
-1.37074 0 0 -1.04491 0 0 0 -33.5268 -6 4 -8.55926 -13.4198 -3.9494 -6.18588 
-3.48975 0 0 -2.12026 0 0 0 -31.3202 -7 4 -10.4564 -12.2331 -6.65189 -11.5175 
-0.510826 0 -0.874791 0 -0.510826 -1.60944 -4 -29.2433 -7 4 -11.9968 -12.7024 -6.65189 -11.9413 
-3.48975 0 0 -2.12026 0 0 0 -29.3705 -6 4 -11.8968 -12.8607 -6.65189 -10.0111 
-2.43636 0 0 -1.34562 0 0 0 -32.0164 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
-2.12026 0 0 -0.510826 0 0 0 -31.6075 -6 3 -6.04143 -11.1421 -5.09697 -10.6211 
-3.48975 0 0 -2.12026 0 0 0 -30.5074 -6 4 -10.6571 -11.915 -6.65189 -9.0948 
-3.48975 0 0 -2.12026 0 0 0 -30.9017 -7 4 -11.2036 -12.7024 -6.65189 -12.5936 
0 -1.60944 -0.96474 0 -0.600774 -1.60944 -10 -32.1292 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
